,battery_level,captive,code,id,latitude,longitude,model,nest_id,partner_id,region,time
36,57.0,False,,d783121f-8967-4440-a051-c720a9ace74f,33.998486,-118.4782,bd,,,santa-monica,2019-07-14 19:16:31.351546
45,35.0,False,,56d66c8b-7f0b-4ff3-a482-6c1207ddb430,33.998689,-118.478672,bd,,,santa-monica,2019-07-14 19:16:31.351546
51,63.0,False,,59e37bc8-e6c5-4792-b65f-c17db4a3a4f2,33.998819,-118.47867,bd,,,santa-monica,2019-07-14 19:16:31.351546
55,35.0,False,,378710ac-36a5-41e8-929f-3fedb769c0b7,33.998531,-118.479057,bd,,,santa-monica,2019-07-14 19:16:31.351546
59,80.0,False,,52207bfb-0e88-4090-a765-ee8751602e9e,33.997858,-118.479504,bd,,,santa-monica,2019-07-14 19:16:31.351546
60,79.0,False,,b39dac14-a9a6-4e0b-8d71-49eba1ccb558,33.999919,-118.476631,bd,,,santa-monica,2019-07-14 19:16:31.351546
63,60.0,False,,6cbdd4e8-2128-407c-a2be-cf3818fca364,33.997869,-118.479576,bd,,,santa-monica,2019-07-14 19:16:31.351546
64,98.0,False,,525d6a1d-e53c-450c-ae5c-cc44ffb134bf,34.000015,-118.47596666666668,rf,,,santa-monica,2019-07-14 19:16:31.351546
65,19.0,False,,a8326686-779d-41e2-bdb0-20bd12499987,33.99788414131291,-118.47975449647612,rf,,,santa-monica,2019-07-14 19:16:31.351546
66,81.0,False,,6ef9b48c-587d-49ec-a1a9-334d4825f038,33.998173333333334,-118.47974333333335,rf,,,santa-monica,2019-07-14 19:16:31.351546
67,25.0,False,,c4321cec-2c15-4a3f-bdc7-ede9e6ed0c06,33.999578,-118.47858,bd,,,santa-monica,2019-07-14 19:16:31.351546
70,92.0,False,,862a34fe-0100-49ee-951b-2dd7f98d4f93,33.998162,-118.479856,bd,,,santa-monica,2019-07-14 19:16:31.351546
71,18.0,False,,86499a36-3107-4c3c-857b-4786f61479e0,33.998381,-118.479777,bd,,,santa-monica,2019-07-14 19:16:31.351546
74,55.0,False,,af16bd33-0b57-41c0-afb2-986db08433ed,33.998306666666664,-118.47987333333334,rf,,,santa-monica,2019-07-14 19:16:31.351546
79,51.0,False,,8fae6c5c-a5d2-4ee5-a075-403c6ed54847,33.9974536,-118.4802372,bd,,,santa-monica,2019-07-14 19:16:31.351546
85,83.0,False,,c0c8d787-0f9b-4cd4-8b82-475ce483726a,33.997615,-118.480415,rf,,,santa-monica,2019-07-14 19:16:31.351546
88,75.0,False,,6a3077c6-dea3-4528-a59b-8c026c24cef3,33.99868333333333,-118.48020999999999,rf,,,santa-monica,2019-07-14 19:16:31.351546
89,100.0,False,,f493e929-4b66-4f04-a24f-e072a711b13a,34.000654,-118.475785,bd,,,santa-monica,2019-07-14 19:16:31.351546
93,90.0,False,,d8501399-9ecc-4abf-ad41-11b435c4920e,34.000720200160515,-118.4753361438573,bd,,,santa-monica,2019-07-14 19:16:31.351546
94,91.0,False,,e6ddeefa-995e-417b-aa96-ed86f5a77bba,33.99895166666667,-118.48050666666668,rf,,,santa-monica,2019-07-14 19:16:31.351546
96,81.0,False,,cc7731db-657f-4a72-8c1e-5dce8f656b1c,34.000797,-118.478227,bd,,,santa-monica,2019-07-14 19:16:31.351546
97,87.0,False,,f60b87b8-56e0-416f-ba18-3ce6463d9826,34.00082,-118.47828666666668,rf,,,santa-monica,2019-07-14 19:16:31.351546
98,25.0,False,,b0d5bd88-b01c-4eed-93e7-1f0d177753a5,33.999659,-118.480156,bd,,,santa-monica,2019-07-14 19:16:31.351546
99,71.0,False,,a0e9de5a-8777-4b62-aff4-7fea15d1df49,33.999145,-118.48057500000002,rf,,,santa-monica,2019-07-14 19:16:31.351546
102,63.0,False,,7e2b6063-e9e0-4de4-b930-0c1580257fba,33.999234,-118.480701,bd,,,santa-monica,2019-07-14 19:16:31.351546
103,96.0,False,,651557fc-02ca-44a6-a9c5-f31e44ac6571,33.9991,-118.48082000000001,rf,,,santa-monica,2019-07-14 19:16:31.351546
104,72.0,False,,200141f4-d2a4-4af3-abd8-42adb0840f4d,33.999251666666666,-118.48076666666665,rf,,,santa-monica,2019-07-14 19:16:31.351546
108,53.0,False,,05110757-bf63-4fc4-a9ca-e34b2b727451,33.99915,-118.480969,bd,,,santa-monica,2019-07-14 19:16:31.351546
111,52.0,False,,a1f33bac-19a4-44f6-a3de-c21a0a0a1091,33.99880666666666,-118.48124000000001,rf,,,santa-monica,2019-07-14 19:16:31.351546
112,61.0,False,,4c77b75f-9472-42e8-a83c-4a61b29006de,34.00116333333334,-118.47860666666665,rf,,,santa-monica,2019-07-14 19:16:31.351546
114,28.0,False,,0729be49-c86d-4867-8054-57510ee8cefe,33.99939666666667,-118.48098833333333,rf,,,santa-monica,2019-07-14 19:16:31.351546
115,60.0,False,,93e44cf1-a1ed-4e5f-916b-bc44748fff67,33.999787,-118.480788,bd,,,santa-monica,2019-07-14 19:16:31.351546
116,21.0,False,,43f1666d-ab20-4495-aadc-45023a19234c,33.996655000000004,-118.48172833333335,rf,,,santa-monica,2019-07-14 19:16:31.351546
117,30.0,False,,cb0c459f-5a91-4304-aca0-dd9afa141fdd,34.00133166666667,-118.47425,rf,,,santa-monica,2019-07-14 19:16:31.351546
118,93.0,False,,a5921b30-471f-4254-b4da-73302709e72e,34.001285,-118.474098,bd,,,santa-monica,2019-07-14 19:16:31.351546
119,69.0,False,,d22952d2-1394-49d6-b8b9-e0e6d5b5bc8e,34.00015333333333,-118.48062166666665,rf,,,santa-monica,2019-07-14 19:16:31.351546
